0 1 0.041015625 0 98
0.1875 1 0.04150390625 0 100
0.1904296875 0 0 0 98
0.375 1 0.03955078125 0 96
0.3779296875 0 0 0 100
0.5625 1 0.0361328125 0 93
0.5654296875 0 0 0 96
0.9375 1 0.05078125 0 95
0.94482421875 0 0 0 93
1.125 1 0.04638671875 0 91
1.1279296875 0 0 0 95
1.30224609375 0 0 0 91
1.5 1 0.04052734375 0 86
1.6875 1 0.0419921875 0 88
1.6904296875 0 0 0 86
1.875 1 0.041015625 0 84
1.8779296875 0 0 0 88
2.0625 1 0.0361328125 0 81
2.0654296875 0 0 0 84
2.4375 1 0.04931640625 0 83
2.44482421875 0 0 0 81
2.625 1 0.0439453125 0 67
2.6279296875 0 0 0 83
2.80224609375 0 0 0 67
3 1 0.0556640625 0 74
3.1875 1 0.05908203125 0 76
3.1904296875 0 0 0 74
3.375 1 0.04296875 0 72
3.3779296875 0 0 0 76
3.5625 1 0.03857421875 0 69
3.5654296875 0 0 0 72
3.9375 1 0.0517578125 0 71
3.94482421875 0 0 0 69
4.125 1 0.0498046875 0 69
4.1279296875 0 0 0 71
4.3125 1 0.044921875 0 68
4.3154296875 0 0 0 69
4.5 1 0.05078125 0 67
4.5029296875 0 0 0 68
4.67724609375 0 0 0 67
5.25 1 0.05224609375 0 71
5.25 1 0.05224609375 0 79
5.25 1 0.0390625 1 43
5.4375 0 0 0 71
5.4375 0 0 0 79
5.4375 0 0 1 43
5.625 1 0.03369140625 0 62
5.8125 1 0.03173828125 0 63
5.8154296875 0 0 0 62
5.98974609375 0 0 0 63
6 1 0.05078125 0 64
6 1 0.02001953125 1 48
6.1875 1 0.06201171875 0 72
6.1904296875 0 0 0 64
6.375 0 0 1 48
6.375 1 0.02490234375 1 52
6.375 1 0.02490234375 1 55
6.5625 1 0.03857421875 0 64
6.56982421875 0 0 0 72
6.75 1 0.0439453125 0 72
6.75 0 0 1 52
6.75 0 0 1 55
6.75 1 0.021484375 1 52
6.7529296875 0 0 0 64
7.125 1 0.0400390625 0 64
7.125 0 0 1 52
7.125 1 0.029296875 1 58
7.125 1 0.029296875 1 60
7.13232421875 0 0 0 72
7.3125 1 0.046875 0 72
7.3154296875 0 0 0 64
7.5 0 0 1 58
7.5 0 0 1 60
7.5 1 0.02294921875 1 53
7.875 0 0 1 53
7.875 1 0.0283203125 1 57
7.875 1 0.0283203125 1 60
8.25 0 0 1 57
